doc_id,section,section_ref,text
emergency-management-127fdcde5a,summary,1,"Administers the Department of the Air Force’s unifying all-phase, all-hazards counter-effects program. Organizes mission-driven activities and investments across planning, preparation, mitigation, and response phases of execution to support data driven decisions for commanders at all levels. Conducts education, training, exercises, and validation events to prepare assigned and apportioned forces to execute mission command during major accidents, natural disasters and state and non-state employment of Weapons of Mass Destruction (WMD) against air, space and cyber projection platforms. Responds to nuclear weapons incidents and accidents to preserve global deterrence. Performs Chemical, Biological, Radiological and Nuclear (CBRN) response, warning and reporting to limit the ability of adversaries to affect changes to the permissibility operating environment and incur cost on friendly forces. Delivers intelligence analysis and operational recommendations to each echelon of command to sustain combat power. Provides CBRN passive defense expertise to building partnership capacity efforts and coalition, joint and interagency boards, bureaus, centers, cells and working groups (B2C2WG) to integrate service missions into operational planning activities. Related DoD Occupational Subgroup: 149400."
personnel-44eb30b843,summary,1,"Manages, supervises, and leads military personnel and human resource programs. Analyzes Air Force policy and provides recommendations to commanders, supervisors, and Airmen on benefits, entitlements, career progression, retention, and relocation programs. Updates and maintains personnel data systems, analyzes data mismatches, and provides Air Force leadership with accurate data points to make force management decisions. Related DoD Occupational Subgroup: 153100."
services-a9837611c5,summary,1,"Manages and directs Force Support programs, operations, and retail operations. Supervises and works in appropriated fund (APF) and Food 2.0 food service activities; fitness and sports programs; community support functions; recreation; Force Support readiness programs; contingency quarters; laundry; mortuary affairs program; and non-appropriated fund (NAF) operations while in-garrison and in deployed environments. Operates and supervises automated information management systems. Deploys and employs in support of theater operation plans, contingency operations, natural and man-made disasters. Knowledge and proficiency to operate in hostile environments created by terrorism, sabotage or chemical, biological, or conventional warfare. Related DoD Occupational Subgroups: 180000."
education-and-training-ecfffa6219,summary,1,"Conducts education and training (E&T) tasks for maintenance, operations, and support training; education services; curriculum development; and instructor activities. Develops, delivers, and evaluates E&T programs and oversees E&T activities.
Related DoD Occupational Subgroup: 157000."
manpower-b2b8d6049f,summary,1,"Performs the following Manpower competencies: management engineering, data analytics, capability oversight, project management, advisory services, contingency force development, workforce development. Demonstrates knowledge, skills, abilities, and observations within the following sub-competencies: management engineering, information systems, data research, data interpretation, storytelling and visualization, capability oversight, project management, advisory services, garrison, expeditionary, and workforce development. Manages servicing manpower activity functions including: Air Force organization structure, organizational and manpower standards/determinants, manpower resources, military grades, manpower data systems, peacetime and wartime manpower requirements and utilization, and management advisory studies. Leads process reengineering, Continuous Process Improvement (CPI) initiatives, and management consulting services. Supports operational planning and execution. Related DoD Occupational Subgroup: 150000."
equal-opportunity-189af20d27,summary,1,"Implements, supervises, and manages all aspects of the Department of the Air Force (DAF) Equal Opportunity (EO) Program which implements both the military equal opportunity (MEO) program and civilian equal employment opportunity (EEO) complaint program. Conducts administrative functions to support the DAF EO program. Related DoD Occupational Subgroup: 150100."
administration-9832216a98,summary,1,"Provides administrative support to Department of the Air Force, joint, DoD, and organizations. Coordinates, performs, and manages a variety of tasks and activities in direct support of organizational commanders, directors, and senior leaders to include human resources, executive staff support, office management, postal operations, official mail, and a variety of other services and duties. Related DoD Occupational Subgroups: 151000 and 155400"
talent-acquisition-f7678b40f5,summary,1,Organizes and conducts programs to recruit sufficient personnel to satisfy the requirements of the United States Air Force. Related DoD Occupational Subgroup: 150100.
historian-35405d2d74,summary,1,"Performs and manages historical activities, programs, and functions. Provides historical research and reference services. Performs research, interviews personnel, and prepares analytical historical publications. Assembles and maintains historical document repositories for reference and research. Related DoD Occupational Subgroup: 157000."
public-affairs-b25299cf07,summary,1,Manages public affairs programs. Related DoD Occupational Subgroup: 157000.
public-affairs-121f40b568,summary,1,"Plans, organizes, coordinates, and conducts command information, community engagement, and media operations activities. Engages in digital and print photojournalism, to include photographing, writing, editing, and managing content for base websites and other social media platforms, periodicals, guides, pamphlets, and fact sheets. Provides operational war fighting documentation, supports Air Force [or DOD] communication efforts by preparing material for use by internal and external audiences, and conducts broadcast, production operations and graphic illustrations. Captures, stores, enhances, crops, captions, prints, or transmits audio, video, and still imagery through secure and unsecure systems. Prepares and releases news for internal audiences and media, arranges and conducts tours, and other community engagement activities. Documents visual history of the Air Force mission. Related DoD Occupational Subgroups: 140000 and 157000."
regional-band-63c8aa4d5f,summary,1,"Manages, supervises, and performs as an instrumentalist, music arranger, vocalist, or audio engineer in Air Force regional band activities. Related DoD Occupational Subgroup: 145000."
premier-band-the-usaf-band-f3ff67885a,summary,1,"Manages, supervises, and performs as an instrumentalist, music arranger, vocalist, librarian, or audio engineer, or other specialty as determined by the commander, in The United States Air Force Band. Related DoD Occupational Subgroup: 145000."
premier-band-the-usaf-academy-band-0b12318f74,summary,1,"Manages, supervises, and performs as an instrumentalist, music arranger, vocalist, or audio engineer, or other specialty as determined by the commander, in The United States Air Force Academy Band. Related DoD Occupational Subgroup: 145000."
security-forces-1962627fb5,summary,1,"Leads, manages, supervises, and performs security force (SF) activities in direct support of two-thirds of the United States Nuclear Enterprise; weapon system and physical security; law and order; military working dog; combat arms and area security operations. Related DoD Occupational Subgroup: 107000."
health-services-management-04544b0bb6,summary,1,"Plans, develops, manages, and performs health services and support activities. Related DoD Occupational Subgroup: 134000."
medical-materiel-128b2453d8,summary,1,"Performs and manages preparation and maintenance of manual and mechanized accountable medical materiel records, and requisitioning, receiving, storing, issuing, safeguarding, and accounting for supplies and equipment. Processes and monitors requests for contracts. Implements and directs medical materiel activities for inventory control, accounting, financial planning, and management of supplies and equipment. Performs and monitors computer operations. Related DoD Occupational Subgroup: 134100."
biomedical-equipment-76111cfa1d,summary,1,"Installs, inspects, repairs, and modifies biomedical equipment and support systems. Performs pre-purchase evaluations of medical devices and advises on operational theory, underlying physiological principles, and safe clinical applications of biomedical equipment. Implements organizational maintenance support for all medical devices used within the medical treatment facility (MTF), medical research laboratories, air transportable hospitals and clinics, and contingency hospitals. Provides technical guidance and intermediate maintenance support on medical equipment systems when assigned with regional support maintenance responsibilities.
Related DoD Occupational Subgroup: 132600."
bioenvironmental-engineering-bf769ba7d0,summary,1,"Perform and manage occupational and environmental health-related activities to include anticipating, recognizing, evaluating, and controlling exposure(s) to chemical, biological, and radiological hazards in garrison and deployed settings.
Perform health risk assessments by monitoring and sampling to identify and quantify chemical, biological, radiological, and nuclear hazards. Provide expert health risk communication to support commander’s decision making and to prevent short and long term health effects to all personnel residing and/or working on the installation. Related DoD Occupational Subgroup: 132200."
mental-health-service-e735830fb6,summary,1,"Supports mental health services in psychiatry, psychology, social work, family advocacy, substance abuse education, prevention, treatment, and aftercare, integrated operational support, and other mental health programs. Manages mental health service resources and activities. Develops and/or implements appropriate treatment plans in agreement/coordination with patients and supervising providers. Performs specified mental health counseling. Reports and documents patient care. Related DoD Occupational Subgroup: 130200."
diet-therapy-0d15aedd48,summary,1,"Performs duties in Nutritional Medicine Service to include procuring, storing, preparing, cooking, baking, and serving regular and therapeutic diets and nourishment. Performs clinical dietetics tasks and procures equipment. Maintains established sanitation, safety, and security standards. Accomplishes supply and subsistence management control and other duties as assigned. When no dietitian is assigned, consults command dietitian. Related DoD Occupational Subgroup: 132500."
public-health-3682dc3c36,summary,1,"Manages and performs public health activities and programs in support of the Air Force Operational Medicine Programs. There are two major divisions within Public Health: Community Health Management and Force Health Management.
Community Health Management encompasses communicable disease control and prevention, food safety and defense, medical entomology, facility sanitation, and public health contingency response. Force Health Management encompasses medical deployment clearance processing, and administrative oversight of occupational health examinations (including performing audiograms). Related DoD Occupational Subgroup: 132200."
respiratory-care-practitioner-9fdac629f2,summary,1,"Performs and manages and evaluates patient care and treatment of beneficiaries to include flying and special operational duty personnel in cardiopulmonary laboratory functions and activities as Registered Respiratory Therapist (RRT). Performs and directs support activities for patient care environments, including contingency operations and disasters. Related DoD Occupational Subgroup: 130000."
physical-medicine-63da66c178,summary,1,": Manages and directs personnel, materiel, and equipment. Administers patient care activities in physical therapy, occupational therapy, and orthotic services. Implements treatment plans and coordinates activities to ensure efficient and effective programs associated with patient care delivery programs. Related DoD Occupational Subgroup: 130300."
aerospace-medical-service-ea4d2c24d8,summary,1,"Plans, provides, and evaluates routine patient care and treatment of beneficiaries to include flying and special operational duty personnel. Organizes, coordinates, executes, and evaluates nursing activities in the medical environment. Performs and directs support activities for patient care situations, including contingency operations and disasters. Performs duty as Neurodiagnostic Technologist (NDT/4N0X1B), Independent Duty Medical Technician (IDMT/4N0X1C), Allergy and Immunization Technician (AIT/4N0X1D), Flight and Operational Medical Technician (FOMT/4N0X1F), Aeromedical Evacuation Technician (AET/4N0X1G), National Registry Paramedic (NRP/4N0X1H),Special Operations Command (SOC) Medic, Critical Care Technician (CCT), National Registry Paramedic (NRP), Neurodiagnostic Technologist (NDT), Dialysis Medical Technician (DMT), or Certified Hyperbaric Technologist (CHT). Related DoD Occupational Subgroup: 130000."
surgical-technologist-fce66c63aa,summary,1,"Participates in, and manages planning, providing, and evaluating surgical patient care activities and related training programs. Organizes the medical environment, performs, and directs support activities in patient care situations, including contingency operations and disasters. Assists professional staff in providing patient care for the surgical patient before, during, and after surgery. Performs scrub and circulating duties in the operating room (OR). Assists with post-anesthesia recovery of patients. Processes, stores, and distributes sterile supplies. Participates in planning, implementing, and evaluating management activities related to the OR and Sterile Processing and Distribution (SPD). Performs duties as Urology, Orthopedic, Otolaryngology, and Special Operations Surgical Team (SOST) Surgical Technologists. Related DoD Occupational Subgroup: 130100."
pharmacy-f5dc32fabd,summary,1,"Manages administrative and technical pharmacy activities. Requisitions, stocks, compounds, and dispenses pharmaceuticals. Safeguards controlled drugs. Maintains and operates pharmacy information systems. Related DoD Occupational Subgroup: 131200."
diagnostic-imaging-5004c2d106,summary,1,"Operates equipment to produce diagnostic images and assists radiologist or physician with special procedures.
Prepares equipment and patients for diagnostic studies and therapeutic procedures. Performs technical and administrative imaging activities. Ensures health protective measures such as standard and transmission-based precautions and radiation protection are established and employed. Assists the radiation oncologist. Manages diagnostic imaging functions and activities. Related DOD Occupational Subgroup: 131300."
medical-laboratory-d8165d6df5,summary,1,"Manages all medical laboratory activities in support of patient care, medical research, and military public health.
Related DoD Occupational Subgroup: 131100."
medical-laboratory-5614d4161c,summary,1,"Tests and analyzes specimens of human origin and other substances by established scientific laboratory techniques to aid in diagnosing, treating, and preventing diseases or to support medical research; and supervises medical laboratory activities. Related DoD Occupational Subgroup: 131100."
histopathology-fb7cf672ac,summary,1,"Performs sub-professional duties at autopsies, prepares autopsy and surgical specimens, and supervises histopathology activities. Related DoD Occupational Subgroup: 131100."
ophthalmic-a0ea771f6f,summary,1,"Performs and manages visual screening tests and assists in patient treatment. Processes prescriptions for military eyewear. Performs and manages optometry and ophthalmology clinic activities. Manages and directs ophthalmic service personnel, materiel, equipment, and programs. Supervises technical and administrative activities of ophthalmic services. Related DoD Occupational Subgroup: 132300."
dental-career-field-9b868d85a3,summary,1,Assists the Chief of Dental Services (CDS) in the overall management and operation of dental services. Related DoD Occupational Subgroup: 133000.
dental-assistant-0d7813bb4e,summary,1,Performs paraprofessional tasks and oral hygiene duties. Supervises dental assistant functions. Related DoD Occupational Subgroup: 133000.
dental-laboratory-d0fef3975a,summary,1,Fabricates and repairs dental and maxillofacial prostheses and appliances. Inspects dental laboratory equipment and supervises dental laboratory activities. Related DoD Occupational Subgroup: 133100.
paralegal-76a3f1a619,summary,1,"Manage and perform substantive and procedural legal work as authorized by law, which work, in the absence of the paralegal, would be performed by an attorney, in compliance with American Bar Association (ABA) Model Rules of Professional Conduct, Air Force Instruction 51-110, Professional Responsibility Program and Department of the Air Force Instruction 51-101, The Air Force Judge Advocate General’s Corps (AFJAG) Operations, Accessions and Professional Development. Paralegals provide legal services for commanders, service members and other eligible beneficiaries as authorized by congress and policy; conduct legal research, analysis, and writing; perform leadership and technical functions in the military justice, civil law, operational and international law domains to include review of legal memoranda or other legal instruments; assist attorneys with trial, defense and/or victim advocacy as directed; prepare, review, execute, and maintain legal documents, including but not limited to powers of attorney, wills and notaries; communicate professionally with all personnel to include government agencies or officials and senior leaders. Related DoD Occupational Subgroup: 151200."
religious-affairs-7e769865db,summary,1,"The Chaplain Corps’ core capabilities are Religious Accommodation, Spiritual Fitness and Advising Leadership. The Religious Affairs Career Field builds a culture of spiritual fitness and facilitates the free exercise of religion for assigned service members, their families, and other authorized personnel. As experts in principles of religious diversity, religious accommodation, spirituality, privileged communication, religious program management, and the spiritual domain of Comprehensive Airmen Fitness, Religious Affairs Airmen advise leaders at all levels on religious accommodation, ethical, moral and morale issues, especially for the enlisted force. Religious Affairs Airmen meet the diverse needs of military communities through religious program management, administrative, financial, and facility support. They recruit, train, and organize volunteers for Chaplain Corps programs and events. As the enlisted component of Religious Support Teams (RST), Religious Affairs Airmen are uniquely trained in crisis intervention and triage to include intervention counseling in moments of crisis, response to crises, suicide prevention, intervention and postvention. In addition, Religious Affairs Airmen are actively engaged and intentionally integrated into unit engagement plans to include unit meetings, commander calls, exerciseS, training events and other unit activities. They also are trained to equip themselves and teammates to perform religious support and force protection functions to successfully operate in any given environment or Area of Responsibility (AOR). In combat settings, Religious Affairs Airmen are responsible for coordinating the force protection of their non-combatant Chaplain counterparts. Religious Affairs conduct themselves in a manner that brings credit, pride and honorable distinction to the Department of the Air Force and its Chaplain Corps. Related DoD Occupational Subgroup: 156100."
contracting-ba04f65e95,summary,1,"Contracting professionals are responsible for efficient and effective use of taxpayer dollars to meet the Department of Defense and Air Force national defense missions. Contracting professionals are mission-focused business leaders who research, award, administer, and close out contract actions for commodities, services, and construction using simplified acquisition procedures, negotiations, and other approved methods. Contracting members use automated contracting systems, Microsoft Office programs, and other information technology to prepare, process, and analyze transactions and products. Finally, contracting members provide business leadership to all levels of supervision and perform duties as buyers, negotiators, administrators, and warranted contracting officers who support all functions of home station missions and contingency operations. Related DoD Occupational Subgroup: 155100."
financial-management-and-comptroller-9b65df751b,summary,1,"Provides financial decision support, services, and resources to support the Air Force’s war-fighting mission.
Performs, supervises, manages, and directs financial management activities both at home station and deployed locations. Provides customer service. Maintains financial records for pay and travel transactions. Maintains accounting records and prepares reports.
Determines fund availability and propriety of claims. Accounts for and safeguards cash, checks, and other negotiable instruments.
Processes commitments and obligations, payments, and collections. Serves as financial advisor to commanders and resource managers.
Compiles, analyzes, and summarizes data. Prepares and executes budget execution plans. Performs audits and implements fraud prevention measures. Related DOD Occupational Subgroup: 154100."
special-investigations-0b5432dff9,summary,1,"Conducts criminal, economic crime, counterintelligence, force protection, personnel suitability, computer crime, technical services investigations, counter threat operations, and special inquiries. Manages special investigations activities. Related DoD Occupational Subgroup: 183200."
protocol-786db7e056,summary,1,"The primary purpose of this position is: to function as a protocol specialist and to provide expertise and support for all protocol matters. Performs, manages, and directs all administrative, procedural protocol duties and responsibilities at assigned installation, Wing, NAF, MAJCOM, and Headquarters levels. Performs protocol support for distinguished visitors (DVs) at all levels; military, civilian and foreign equivalents, and transient DVs. Performs escort duties, plans, and executes program itinerary visits, official ceremonies, and special events. Advises commanders and Air Force senior leaders at all levels on acceptable protocol practices for a variety of events."
software-development-specialist-aad414215f,summary,1,"Supervises, teams, and performs as computer analyst, coder, tester, product manager, product designer, product developer, maintenance, testing, configuration management, and documentation of application software systems, client-server, and web-enabled software of customer-defined software and software-intensive weapon systems critical to warfighting capabilities."
combat-crew-communications-112e9d7334,summary,1,"Provides Communications Security (COMSEC) Responsible Officer (CRO) support with materials and user training, Flight Information Publications (FLIP), communications, aircraft identification training to aircrew for various types of deployments, exercises, assessments, and missions."
unit-deployment-manager-eb749f8396,summary,1,"Principle advisor to the organization commander on all issues related to deployment readiness and execution.
Implements and executes commander-directed deployment actions for assigned personnel and cargo. Monitors and maintains unit deployment readiness statistics and implements commander, MAJCOM, and HAF deployment readiness guidance. Exercises general supervision over assigned squadron personnel in all matters related to deployment readiness and execution. Related DoD Occupational Subgroup: 155100."
sdi-8u100-635e828b8c,summary,1,"Air National Guard (ANG) only. Use this identifier to report the Duty Air Force Specialty Code (DAFSC) of an airman who is serving on a WMD-CST in a position identified in Chief of the National Guard Bureau Manual (CNGBM) 3501 as AFSC immaterial. Airmen assigned to positions on a WMD-CST with a specific AFSC requirement should not utilize this SDI, rather should utilize the AFSC under which they are performing duties."
space-force-specialty-codes-ea58fadaed,summary,1,"Advises on, leads, and manages duties to develop, sustain, and enhance space capabilities to defend national interests from attack and to create effects in the space domain to achieve Service, Combatant Command, and national objectives. Conducts Cyberspace, intelligence, surveillance, and reconnaissance (ISR), space control, space force enhancement, and space force support operations using established tactics, techniques, and procedures. Related DoD Occupational Subgroups: 122100, 123100, 123200, 123300, 124100, 124200, 124300, 155600, 240300, and 270500."
cyber-operations-bd3b3e2f73,summary,1,": Manages and performs Defensive Cyber Operations (DCO) and cyber support functions (DoDIN operations) in-garrison and at deployed locations for the United States Space Force (USSF). Surveys, secures, protects, defends, preserves, designs, builds, operates, and extends data, networks, net-centric capabilities, and other designated systems. This Space Force Specialty Code description incorporates the utilization of DoD Cyberspace Workforce Framework (DCWF) Codes to tie this specialty description to the specific work roles within the framework. The DCWF was developed by the National Institute of Standards and Technology (NIST) and the DoD to establish a common lexicon and model for all cyber work, and will ultimately universalize training and education between academia, industry, and military. The contents of this Specialty Code are only applicable to Guardians in the USSF."
all-source-analyst-c952912080,summary,1,"Manages, supervises, and performs intelligence activities/functions including discovering, developing, evaluating, and providing intelligence information. Related DoD Occupational Subgroup: 124300."
cryptologic-analyst-44727711d5,summary,1,"Acquires, processes, identifies, analyzes, and reports on electromagnetic emissions. Operates electronic equipment and computer systems to exploit signals intelligence production efforts. Related DOD Occupational Subgroup: 123100."
space-systems-operations-cd107b4dea,summary,1,"Manages, plans, or performs duties to develop, sustain, and enhance space capabilities to defend national interests from attack and to create effects in the space domain to achieve Service, Combatant Command, and national objectives. Conducts Orbital Warfare, Space Electromagnetic Warfare, Space Battle Management, and Space Access and Sustainment operations using established tactics, techniques, and procedures. Related DoD Occupational Subgroup: 122100."
