id,doc_id,ref,sent_index,text,metadata_json
traffic-management-operations-5645296ef8:2.1:1:fca8f886,traffic-management-operations-5645296ef8,2.1,1.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Maintains and issues transportation documents.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 1, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""59a7c4ed00fd5db86eef79153f611e27ed212a45"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:2:ee4aa0f4,traffic-management-operations-5645296ef8,2.1,2.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Prepares budget estimates for materials, equipment, and transportation services.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 2, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""10e651d181cd540782588a73de5db1d955744a83"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:3:6ac97f47,traffic-management-operations-5645296ef8,2.1,3.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Provides advice on transportation solutions to contracting officials, procurement of personnel, and to mobility planners.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 3, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""937f8ff65468af7e9b45cca676cea3c62246d2d3"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:4:305c30a2,traffic-management-operations-5645296ef8,2.1,4.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Reviews Foreign Clearance Guide, consignment instructions, Transportation Facilities Guide, and applicable guidance to ensure personal property, DoD materiel, and passengers comply.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 4, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""10dd694d6cba2a6ba91171685af1cee2000525fc"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:5:a9ca05ea,traffic-management-operations-5645296ef8,2.1,5.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Verifies carrier/contractor performance.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 5, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""386ea1d20aee1b17ec3e5c8c1cdee85499da51a3"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:6:272edbf6,traffic-management-operations-5645296ef8,2.1,6.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Initiates discrepancy reports.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 6, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""ee611e7b049341c1be530adfc053b5ba5a4da408"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:7:d20d5278,traffic-management-operations-5645296ef8,2.1,7.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 3,5,7,9] Determines work priority.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 7, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""4c625d90439db040bb86b4a883f9cde4d51b2fc4"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:8:2dad0c65,traffic-management-operations-5645296ef8,2.1,8.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Resolves administrative and operational problems and authorizes deviation from procedures.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 8, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""b5bd8c5043b55c0640cc86c84e95599a31f4d31c"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:9:6c402537,traffic-management-operations-5645296ef8,2.1,9.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Reconciles carrier/vendor invoices for payment of transportation services.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 9, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""6deac2d25be9229effce9d37c47c59da0b96d0f2"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:10:315f81aa,traffic-management-operations-5645296ef8,2.1,10.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Utilizes appropriate logistics systems to prepare, transmit, and receive transportation transaction data.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 10, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""fed5dc3de2c60ebfbcca0449636f4b87068c0922"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.1:11:6fe5ec13,traffic-management-operations-5645296ef8,2.1,11.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.1 | Skills: 1,3,5] Executes traffic management activities to support mobility operations both at home station and deployed locations.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.1"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""6866ca10343a08a8c709b8079d514ee04abb3b6a"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:12:086c66d3,traffic-management-operations-5645296ef8,2.2,12.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 1,3,5] Personal Property: Counsels personnel and eligible dependents on personal property movements.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""4856527413a3677ac7acc4326c225fc37fea1b4e"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:13:21cc4364,traffic-management-operations-5645296ef8,2.2,13.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 3,5,7,9] Reviews official travel orders and determines transportation entitlements.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 13, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""0100daebcc1062b5b898ddd0dc4bafb225ce6cbd"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:14:758da9f5,traffic-management-operations-5645296ef8,2.2,14.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 1,3,5] Uses carrier tariffs and rates to determine mode and cost of transportation to move or store personal property.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 14, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""a9a8796cbd3534436819835d839ebc9603e8834c"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:15:012fb0d9,traffic-management-operations-5645296ef8,2.2,15.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 7,9] Directs Transportation Service Providers (TSPs) to identify, mark, and label personal property for shipment or storage.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 15, ""skill_digits"": [""7"", ""9""], ""skill_labels"": [""craftsman"", ""superintendent""], ""canonical_duty_id"": ""ec387bfaea5d54434c71b261a5d7cddf8a26eff6"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:16:f178f217,traffic-management-operations-5645296ef8,2.2,16.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 1,3,5] Arranges shipment and storage of personal property.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 16, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""5cccd041fec6042cf2e39f080b8403335d1d3961"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:17:acfa31d7,traffic-management-operations-5645296ef8,2.2,17.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 1,3,5] Validates need for and use of temporary storage.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 17, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""a77408e5a1a8104fc7dbafd2a5651989613269ab"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.2:18:4b643330,traffic-management-operations-5645296ef8,2.2,18.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.2 | Skills: 7,9] Observes, documents, and evaluates TSP or contractor performance in moving personal property and ensures compliance with service tenders, tariffs, contract specifications, and Government regulations.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.2"", ""sent_index"": 18, ""skill_digits"": [""7"", ""9""], ""skill_labels"": [""craftsman"", ""superintendent""], ""canonical_duty_id"": ""f6cf931cb7ea3fca6ee92225feb02f3581e85f54"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:19:572a2a17,traffic-management-operations-5645296ef8,2.3,19.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Cargo: Receives items for shipment or storage.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 19, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""44b5422a6f54d650c3f940665c66fd0bdd1eb2e1"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:20:f4590828,traffic-management-operations-5645296ef8,2.3,20.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Segregates items requiring special handling.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 20, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""827ab692a186df6efca8b212896006ed1c859d97"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:21:1dd370bf,traffic-management-operations-5645296ef8,2.3,21.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 3,5,7,9] Determines cargo priority, validates transportation funding, and schedules movement accordingly.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 21, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""3e41d36d968e8b3dead8afdecf5a55e73514ec0b"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:22:09ebaba6,traffic-management-operations-5645296ef8,2.3,22.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Preserves, packs, marks, and labels materiel.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 22, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""f0bb7807bb06ce13950cc7b46190b729ef212a71"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:23:5b917617,traffic-management-operations-5645296ef8,2.3,23.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Packaging includes blocking and bracing materiel on TSP’s equipment to include munitions.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 23, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""45fa52cacf671e2428b3596d7e401aaef10c9b11"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:24:88917818,traffic-management-operations-5645296ef8,2.3,24.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 3,5,7,9] Determines characteristics of commodities to be shipped.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 24, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""810a456a007d7ded315281187c37300abdebf8e7"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:25:c2609f33,traffic-management-operations-5645296ef8,2.3,25.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Construct and fabricate containers for freight shipment.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 25, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""081ced068028c6b62582bc5d655c70263cc8ea61"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:26:edf41c7c,traffic-management-operations-5645296ef8,2.3,26.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Operates woodworking equipment and other equipment including machines that weigh, band, staple, tape, and seal.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 26, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""835707a18317e98f3ebe9ca6b79b54f57ac63f19"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:27:33f66439,traffic-management-operations-5645296ef8,2.3,27.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Classifies cargo and uses best value considerations to determine mode and method for transportation of materiel.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 27, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""69523e74820e35ac446e740074e5c70723a30b56"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:28:31239ffb,traffic-management-operations-5645296ef8,2.3,28.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Identifies, marks, and labels cargo for shipment or storage.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 28, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""819eb4f89f1810d959df77d329e35e3991de0e32"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:29:0251c4bc,traffic-management-operations-5645296ef8,2.3,29.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Certifies hazardous cargo to be moved by all modes of transportation.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 29, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""cdddcb91cd8861c886f01322d891d9c1aaa677fe"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:30:337ca86b,traffic-management-operations-5645296ef8,2.3,30.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 3,5,7,9] Determines and schedules proper carrier equipment for loading and unloading.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 30, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""50ecae8a3dd909d6f348fdb5c71406764a180eb0"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:31:170813a6,traffic-management-operations-5645296ef8,2.3,31.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Consolidates and routes shipments to include application of required transportation protective services.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 31, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""f044495cac7f4a3b16891e5f240f856921674af1"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:32:4dd052aa,traffic-management-operations-5645296ef8,2.3,32.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] In checks all Defense Transportation System cargo arriving at the installation into appropriate transportation system of record.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 32, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""b572bfc353fdbc796b8ab6d42491d4af5c1553ba"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:33:5acd778c,traffic-management-operations-5645296ef8,2.3,33.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 7,9] Evaluates arriving shipments for over, short, damaged, and astray cargo and initiates appropriate reports and claims.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 33, ""skill_digits"": [""7"", ""9""], ""skill_labels"": [""craftsman"", ""superintendent""], ""canonical_duty_id"": ""7b8b420c2599310a6dce9f269693b6f56f8cbf64"", ""source_type"": ""duty""}"
traffic-management-operations-5645296ef8:2.3:34:fb9be2c4,traffic-management-operations-5645296ef8,2.3,34.0,"[TRAFFIC MANAGEMENT OPERATIONS | Duty 2.3 | Skills: 1,3,5] Performs limited inspection of materiel to validate kind, count, condition, and application of required packaging and preservation.","{""doc_id"": ""traffic-management-operations-5645296ef8"", ""cem_code"": ""2T100"", ""afsc_title"": ""TRAFFIC MANAGEMENT OPERATIONS"", ""afsc_codes"": [""2T111"", ""2T131"", ""2T151"", ""2T171"", ""2T191""], ""afsc_families"": [""2T1""], ""ref"": ""2.3"", ""sent_index"": 34, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""73412d279abdbc8f78be27428b5a649ae58e3ec7"", ""source_type"": ""duty""}"
